invoice,group_itemDescription
2885_032015,"{'dairy', 'fruit', 'milk', 'other foods'}"
2885_052015,"{'meats', 'fruit', 'other item'}"
2885_072014,"{'milk', 'others', 'seasoning'}"
2885_112015,"{'meats', 'water'}"
2885_122014,"{'dairy', 'grains'}"
2886_022014,"{'dairy', 'grains'}"
2886_122014,"{'dairy', 'fruit'}"
2887_012015,"{'fruit', 'milk'}"
2887_052014,"{'grains', 'sugary'}"
2888_042014,"{'vegetables', 'grains'}"
2888_052015,"{'meats', 'energy drinks', 'vegetables'}"
2888_082015,"{'grains', 'other foods'}"
2888_122015,"{'fruit', 'vegetables'}"
2889_012015,"{'dairy', 'fruit'}"
2890_022014,"{'energy drinks', 'other foods', 'water', 'bags'}"
2890_042015,"{'meats', 'others'}"
2891_022015,"{'vegetables', 'grains', 'other foods', 'meats', 'dairy'}"
2892_082014,"{'meats', 'energy drinks', 'grains'}"
2892_112014,"{'energy drinks', 'grains'}"
2893_012014,"{'vegetables', 'other item'}"
2893_022014,"{'dairy', 'alcohol'}"
2893_042014,"{'fruit', 'vegetables'}"
2893_062015,{'fruit'}
2893_122015,"{'meats', 'others', 'other item'}"
2894_032015,"{'dairy', 'others'}"
2895_082015,"{'meats', 'grains', 'milk'}"
2897_012015,"{'dairy', 'grains'}"
2897_042014,"{'milk', 'sugary'}"
2897_072014,"{'dairy', 'seasoning'}"
2898_072014,"{'dairy', 'grains', 'water', 'other item'}"
2898_102014,"{'energy drinks', 'other item'}"
2899_062015,"{'meats', 'grains'}"
2899_082014,"{'meats', 'energy drinks', 'alcohol'}"
2899_092015,"{'juice', 'meats', 'others'}"
2899_112015,"{'meats', 'other item', 'bags'}"
2900_022014,"{'meats', 'milk'}"
2900_052014,"{'meats', 'alcohol'}"
2900_112014,"{'milk', 'seasoning', 'bags'}"
2900_112015,"{'grains', 'water', 'alcohol', 'others', 'milk'}"
2901_042014,"{'fruit', 'other drinks'}"
2901_062014,"{'sugary', 'other foods'}"
2901_092014,"{'dairy', 'other foods'}"
2901_102014,"{'dairy', 'vegetables'}"
2902_062015,"{'grains', 'milk'}"
2902_082015,"{'milk', 'sugary', 'pet care'}"
2902_122015,"{'fruit', 'vegetables'}"
2903_022015,"{'fruit', 'vegetables'}"
2903_082014,"{'fruit', 'vegetables', 'seasoning'}"
2903_082015,"{'energy drinks', 'alcohol', 'other item', 'meats', 'dairy', 'fruit'}"
2904_062015,"{'fruit', 'sugary'}"
2904_072014,"{'fruit', 'sugary'}"
2904_092014,"{'grains', 'other item', 'other foods'}"
2904_092015,"{'vegetables', 'other foods'}"
2905_012014,{'grains'}
2905_102015,"{'dairy', 'fruit', 'vegetables', 'other item'}"
2906_022014,"{'dairy', 'milk'}"
2906_062014,"{'meats', 'dairy'}"
2906_082015,"{'meats', 'sugary'}"
2906_102014,"{'energy drinks', 'grains'}"
2906_112014,"{'meats', 'alcohol', 'grains'}"
2907_022014,"{'vegetables', 'sugary', 'seasoning', 'alcohol', 'other foods'}"
2907_032014,"{'juice', 'other foods'}"
2907_042014,"{'fruit', 'milk'}"
2907_102014,"{'meats', 'dairy'}"
2907_122014,"{'meats', 'grains', 'seasoning'}"
2908_032014,"{'meats', 'dairy'}"
2908_032015,{'alcohol'}
2908_042014,"{'dairy', 'fruit', 'other item', 'other foods'}"
2909_012014,"{'meats', 'dairy', 'milk', 'other foods'}"
2909_062014,"{'milk', 'sugary'}"
2909_072014,"{'sugary', 'other item'}"
2909_082015,"{'meats', 'energy drinks', 'cosmetics'}"
2910_012014,"{'dairy', 'seasoning'}"
2910_032014,"{'meats', 'vegetables'}"
2910_042015,"{'alcohol', 'milk', 'pet care'}"
2910_072015,"{'energy drinks', 'vegetables', 'meats', 'dairy', 'fruit'}"
2911_032014,"{'dairy', 'other foods'}"
2911_072015,"{'energy drinks', 'vegetables'}"
2912_012015,"{'energy drinks', 'fruit'}"
2912_022014,"{'dairy', 'milk'}"
2912_082014,"{'energy drinks', 'others', 'other item'}"
2912_092014,"{'milk', 'others', 'other foods'}"
2913_042015,"{'sugary', 'other foods'}"
2913_122014,"{'meats', 'house facilities'}"
2914_012015,"{'milk', 'other item'}"
2914_092014,"{'dairy', 'grains'}"
2914_112014,"{'fruit', 'vegetables', 'other foods'}"
2914_112015,"{'meats', 'water'}"
2915_042014,"{'fruit', 'other foods'}"
2915_072014,"{'fruit', 'other item'}"
2916_042015,"{'vegetables', 'grains'}"
2916_062014,"{'vegetables', 'alcohol'}"
2916_062015,"{'vegetables', 'grains', 'sugary', 'house facilities', 'other foods', 'milk'}"
2916_122014,"{'milk', 'house facilities'}"
2917_042014,"{'meats', 'dairy', 'cosmetics', 'grains'}"
2917_052014,"{'dairy', 'other item'}"
2918_032015,"{'meats', 'alcohol'}"
2918_042015,"{'fruit', 'others', 'water'}"
2918_052014,"{'grains', 'other item'}"
2918_072015,"{'meats', 'chemistry products'}"
2918_082015,"{'meats', 'vegetables', 'others'}"
2918_102015,"{'meats', 'milk'}"
2918_112015,"{'vegetables', 'grains', 'water', 'sugary', 'alcohol', 'other item', 'fruit'}"
2919_012014,"{'dairy', 'other item'}"
2919_062015,"{'fruit', 'others'}"
2920_032014,{'alcohol'}
2920_032015,"{'other drinks', 'other foods'}"
2920_042015,"{'dairy', 'milk'}"
2920_112015,"{'fruit', 'other item'}"
2920_122014,"{'vegetables', 'other item', 'other foods'}"
2921_042014,"{'dairy', 'water', 'other foods'}"
2921_112014,"{'dairy', 'vegetables', 'sugary'}"
2922_022014,"{'energy drinks', 'others'}"
2922_062014,"{'energy drinks', 'alcohol'}"
2922_122015,"{'fruit', 'vegetables'}"
2923_022014,"{'dairy', 'sugary'}"
2923_112014,"{'dairy', 'fruit', 'others'}"
2924_032014,"{'dairy', 'other item'}"
2924_052014,"{'dairy', 'vegetables', 'others', 'bags'}"
2924_112014,"{'vegetables', 'sugary'}"
2924_112015,"{'dairy', 'seasoning', 'other item'}"
2925_012014,"{'cosmetics', 'other item'}"
2925_032015,"{'dairy', 'vegetables'}"
2925_072014,"{'vegetables', 'others', 'other foods'}"
2925_082014,"{'cosmetics', 'seasoning'}"
2925_082015,"{'fruit', 'sugary', 'seasoning'}"
2925_112014,"{'fruit', 'other foods'}"
2925_112015,{'sugary'}
2926_062014,"{'sugary', 'other foods'}"
2926_082015,"{'energy drinks', 'milk', 'other item'}"
2926_102015,"{'dairy', 'other item'}"
2927_012014,"{'cosmetics', 'sugary', 'other item', 'other foods'}"
2927_032015,"{'vegetables', 'fruit'}"
2927_042014,"{'juice', 'other drinks'}"
2927_112014,"{'sugary', 'house facilities'}"
2928_042014,"{'meats', 'grains', 'other item'}"
2928_092015,{'meats'}
2928_112015,"{'meats', 'vegetables'}"
2928_122014,"{'meats', 'sugary'}"
2929_092014,"{'dairy', 'chemistry products'}"
2929_102014,"{'grains', 'house facilities'}"
2930_022014,"{'dairy', 'water'}"
2930_032014,"{'juice', 'energy drinks', 'vegetables'}"
2930_032015,"{'energy drinks', 'vegetables', 'grains', 'others', 'juice', 'other item', 'milk'}"
2930_042014,"{'energy drinks', 'vegetables'}"
2931_052014,"{'fruit', 'seasoning', 'other foods'}"
2932_012015,"{'vegetables', 'alcohol', 'others', 'meats', 'dairy', 'milk'}"
2932_032015,"{'meats', 'chemistry products', 'milk', 'other item'}"
2932_062014,"{'fruit', 'milk', 'pet care'}"
2932_102014,"{'grains', 'milk', 'other item'}"
2933_012014,"{'energy drinks', 'seasoning'}"
2933_062015,"{'water', 'seasoning', 'sugary', 'dairy', 'fruit'}"
2934_032014,"{'juice', 'milk'}"
2934_092015,"{'alcohol', 'milk'}"
2934_102014,"{'fruit', 'milk'}"
2934_112015,"{'vegetables', 'sugary', 'other foods'}"
2935_032014,"{'dairy', 'other item'}"
2935_042014,"{'vegetables', 'grains', 'water', 'other foods', 'milk'}"
2935_092015,"{'vegetables', 'alcohol', 'others'}"
2936_072014,"{'vegetables', 'others'}"
2936_082015,"{'meats', 'other foods'}"
2937_022014,"{'meats', 'other item'}"
2937_042014,"{'meats', 'dairy', 'others'}"
2937_062014,"{'grains', 'others', 'bags'}"
2937_062015,"{'others', 'sugary', 'milk'}"
2937_072015,"{'vegetables', 'milk'}"
2937_102014,"{'grains', 'other item'}"
2938_032014,"{'dairy', 'milk'}"
2938_062015,"{'grains', 'alcohol', 'other foods', 'fruit', 'milk'}"
2939_022014,"{'fruit', 'water'}"
2939_032015,"{'vegetables', 'milk', 'water'}"
2939_102014,"{'fruit', 'water'}"
2940_052015,"{'chemistry products', 'alcohol', 'vegetables', 'milk'}"
2940_072015,"{'dairy', 'milk'}"
2940_102015,"{'meats', 'other item'}"
2940_112014,"{'dairy', 'fruit'}"
2941_012014,"{'fruit', 'other item'}"
2941_022015,"{'grains', 'sugary'}"
2941_032015,"{'meats', 'vegetables'}"
2941_042014,"{'milk', 'water'}"
2941_062014,"{'other drinks', 'water'}"
2941_092015,"{'dairy', 'vegetables'}"
2942_012015,"{'grains', 'other foods', 'other item', 'meats', 'milk'}"
2942_082014,"{'dairy', 'fruit', 'grains'}"
2942_102014,"{'dairy', 'other foods'}"
2943_012014,"{'milk', 'other foods'}"
2943_062014,"{'meats', 'grains'}"
2943_062015,"{'meats', 'other drinks'}"
2943_112014,"{'alcohol', 'sugary'}"
2944_012015,"{'grains', 'other item', 'meats', 'dairy', 'fruit'}"
2944_072014,"{'other drinks', 'other foods'}"
2944_092014,"{'alcohol', 'pet care'}"
2944_122014,"{'vegetables', 'others'}"
2945_072015,"{'meats', 'grains'}"
2945_112014,"{'meats', 'fruit'}"
2946_042015,"{'meats', 'cosmetics'}"
2946_052015,"{'meats', 'others'}"
2946_072015,"{'energy drinks', 'fruit', 'grains'}"
2946_092014,"{'vegetables', 'grains', 'alcohol', 'other foods', 'other item', 'dairy'}"
2946_112014,"{'fruit', 'other foods'}"
2947_032014,"{'dairy', 'water'}"
2947_042015,"{'meats', 'fruit', 'alcohol'}"
2947_072015,"{'meats', 'dairy'}"
2948_062015,"{'meats', 'dairy', 'vegetables', 'water'}"
2948_072014,"{'dairy', 'bags'}"
2948_112014,"{'chemistry products', 'milk'}"
2949_012014,"{'meats', 'vegetables', 'bags'}"
2949_032014,{'water'}
2950_032014,"{'energy drinks', 'grains', 'bags'}"
2950_042014,"{'alcohol', 'milk'}"
2950_072015,"{'meats', 'milk'}"
2950_102014,"{'milk', 'other foods'}"
2950_102015,"{'energy drinks', 'water', 'other item'}"
2950_112014,"{'vegetables', 'alcohol'}"
2951_052015,"{'dairy', 'fruit'}"
2951_122014,"{'energy drinks', 'vegetables', 'milk'}"
2951_122015,"{'dairy', 'other foods'}"
2952_042014,"{'cosmetics', 'alcohol'}"
2952_092014,"{'cosmetics', 'seasoning'}"
2952_112015,"{'alcohol', 'other item', 'meats', 'fruit', 'milk', 'bags'}"
2952_122014,"{'meats', 'others', 'seasoning', 'other foods'}"
2953_042015,"{'fruit', 'other item', 'other foods'}"
2954_052014,"{'juice', 'energy drinks'}"
2954_052015,"{'meats', 'grains'}"
2954_072014,"{'juice', 'vegetables', 'other item'}"
2955_032014,"{'meats', 'dairy'}"
2955_052015,"{'energy drinks', 'alcohol', 'grains'}"
2955_062015,"{'fruit', 'milk'}"
2955_072014,"{'meats', 'energy drinks', 'grains', 'others'}"
2955_102014,"{'meats', 'grains'}"
2955_112014,"{'vegetables', 'others'}"
2956_022015,"{'water', 'other item'}"
2956_032014,"{'sugary', 'other item'}"
2956_072014,"{'energy drinks', 'vegetables', 'milk', 'dairy'}"
2956_102014,"{'dairy', 'vegetables'}"
2957_022014,"{'juice', 'seasoning'}"
2957_052014,"{'vegetables', 'other foods'}"
2957_062014,"{'vegetables', 'bags'}"
2957_092015,"{'sugary', 'seasoning', 'alcohol', 'others', 'meats', 'dairy', 'milk'}"
2957_112015,"{'fruit', 'others'}"
2957_122014,"{'alcohol', 'water'}"
2957_122015,"{'meats', 'alcohol'}"
2958_012015,"{'vegetables', 'fruit'}"
2958_042014,"{'dairy', 'chemistry products'}"
2958_062015,"{'meats', 'other item'}"
2958_112014,"{'energy drinks', 'sugary'}"
2958_122014,"{'water', 'sugary'}"
2960_022015,"{'grains', 'others'}"
2960_032014,"{'meats', 'alcohol'}"
2960_062015,"{'fruit', 'other foods'}"
2960_082015,"{'vegetables', 'grains', 'other item', 'fruit', 'milk'}"
2960_102014,"{'juice', 'other foods'}"
2960_112014,"{'vegetables', 'alcohol', 'milk', 'fruit', 'others', 'bags'}"
2960_122015,"{'vegetables', 'other foods', 'dairy', 'fruit', 'milk'}"
2961_032014,"{'grains', 'bags'}"
2961_052015,"{'meats', 'vegetables', 'others', 'chemistry products'}"
2961_072014,"{'vegetables', 'fruit'}"
2961_072015,"{'energy drinks', 'fruit', 'alcohol', 'grains'}"
2961_112015,"{'meats', 'sugary', 'seasoning', 'other item'}"
2961_122014,"{'dairy', 'energy drinks', 'other foods'}"
2962_012015,"{'fruit', 'water', 'other foods'}"
2962_042015,"{'fruit', 'grains'}"
2962_072014,"{'energy drinks', 'vegetables', 'grains'}"
2963_012014,"{'vegetables', 'water'}"
2963_052014,"{'fruit', 'vegetables'}"
2964_032014,"{'cosmetics', 'other item'}"
2964_042014,"{'dairy', 'sugary'}"
2964_052015,"{'meats', 'dairy'}"
2964_092014,"{'fruit', 'milk'}"
2964_112015,"{'fruit', 'others', 'sugary', 'milk'}"
2965_042014,"{'grains', 'sugary', 'pet care', 'other foods'}"
2965_072014,"{'energy drinks', 'others'}"
2966_082014,"{'dairy', 'vegetables', 'milk', 'seasoning'}"
2966_112014,"{'meats', 'grains'}"
2967_012014,"{'alcohol', 'other foods'}"
2967_052014,"{'milk', 'other item'}"
2967_062015,"{'dairy', 'other foods'}"
2968_102015,"{'energy drinks', 'bags'}"
2969_042014,"{'meats', 'dairy'}"
2969_082015,"{'meats', 'cosmetics', 'grains', 'other foods'}"
2969_092015,"{'meats', 'vegetables'}"
2970_112014,"{'meats', 'vegetables', 'sugary'}"
2970_122015,"{'meats', 'other item'}"
2971_012015,"{'meats', 'energy drinks'}"
2971_042014,"{'others', 'other drinks', 'bags'}"
2971_122014,"{'juice', 'other item'}"
2972_022014,"{'meats', 'other foods'}"
2972_052015,"{'energy drinks', 'vegetables', 'alcohol', 'house facilities', 'fruit', 'milk'}"
2973_072014,"{'dairy', 'grains', 'other foods'}"
2973_102014,"{'energy drinks', 'grains', 'others', 'other foods', 'dairy', 'other drinks'}"
2973_122014,"{'grains', 'vegetables', 'milk'}"
2974_012014,"{'fruit', 'water', 'other foods'}"
2974_022014,{'grains'}
2974_052014,"{'fruit', 'vegetables'}"
2974_122015,"{'seasoning', 'other foods'}"
2975_012015,"{'meats', 'fruit', 'grains', 'vegetables'}"
2975_032014,"{'vegetables', 'other foods'}"
2975_092015,"{'juice', 'alcohol'}"
2975_102014,"{'juice', 'vegetables', 'alcohol'}"
2975_102015,"{'dairy', 'other item'}"
2976_022015,"{'fruit', 'sugary'}"
2976_092014,"{'vegetables', 'others', 'bags'}"
2977_032015,"{'milk', 'other item'}"
2977_042015,"{'meats', 'vegetables', 'sugary', 'other foods'}"
2977_112014,"{'dairy', 'grains'}"
2977_112015,"{'meats', 'vegetables', 'grains'}"
2978_052015,"{'meats', 'vegetables', 'milk', 'other foods'}"
2978_062015,"{'cosmetics', 'milk'}"
2978_082014,"{'alcohol', 'grains', 'others'}"
2978_092015,"{'sugary', 'seasoning', 'meats', 'other drinks', 'milk'}"
2978_112015,"{'vegetables', 'fruit', 'sugary'}"
2979_032014,{'other foods'}
2979_072015,"{'meats', 'dairy', 'grains', 'sugary'}"
2979_082014,"{'fruit', 'milk'}"
2979_092015,"{'vegetables', 'alcohol'}"
2980_012014,"{'vegetables', 'alcohol', 'house facilities'}"
2980_042015,"{'alcohol', 'milk'}"
2980_112014,"{'milk', 'bags'}"
2981_032015,"{'vegetables', 'milk'}"
2981_052014,"{'juice', 'alcohol'}"
2981_102015,{'milk'}
2981_112015,"{'vegetables', 'milk', 'sugary'}"
2982_052014,"{'energy drinks', 'seasoning'}"
2982_062014,"{'dairy', 'other item'}"
2982_062015,"{'energy drinks', 'sugary', 'alcohol', 'meats', 'dairy', 'fruit'}"
2982_102014,"{'fruit', 'other foods'}"
2983_022014,"{'fruit', 'sugary'}"
2983_112015,"{'energy drinks', 'other foods'}"
2984_022015,"{'fruit', 'seasoning'}"
2984_042014,"{'grains', 'alcohol'}"
2984_072014,"{'energy drinks', 'vegetables', 'milk'}"
2984_092014,"{'juice', 'dairy', 'sugary'}"
2985_052015,"{'meats', 'energy drinks', 'fruit', 'milk'}"
2986_032014,"{'meats', 'energy drinks', 'vegetables', 'milk'}"
2986_052014,"{'water', 'milk', 'others'}"
2986_052015,"{'milk', 'other foods'}"
2986_112015,"{'vegetables', 'grains', 'alcohol', 'other foods', 'meats', 'dairy'}"
2987_042014,"{'energy drinks', 'alcohol'}"
2988_102015,"{'dairy', 'alcohol'}"
2989_012015,"{'energy drinks', 'milk', 'seasoning', 'pet care'}"
2989_032014,"{'alcohol', 'milk'}"
2989_062015,"{'fruit', 'other item'}"
2989_102014,"{'fruit', 'other foods'}"
2990_032014,"{'grains', 'other item'}"
2990_042014,"{'meats', 'dairy', 'seasoning'}"
2990_052014,"{'dairy', 'milk'}"
2990_052015,"{'grains', 'milk', 'sugary', 'other item'}"
2990_062015,"{'meats', 'alcohol', 'grains'}"
2990_072014,"{'meats', 'others'}"
2990_082014,"{'grains', 'other foods'}"
2990_112015,"{'meats', 'fruit', 'other foods'}"
2990_122015,"{'sugary', 'other item'}"
2991_012014,"{'energy drinks', 'vegetables', 'grains'}"
2991_022015,"{'vegetables', 'milk'}"
2991_032014,{'milk'}
2991_042014,"{'seasoning', 'dairy', 'fruit', 'milk', 'bags'}"
2992_092015,"{'fruit', 'water', 'pet care'}"
2993_052015,"{'grains', 'others'}"
2993_062014,"{'dairy', 'bags'}"
2993_082014,"{'alcohol', 'vegetables', 'milk', 'sugary'}"
2993_102014,"{'vegetables', 'grains', 'other foods'}"
2993_112014,"{'others', 'other item'}"
2994_042014,"{'dairy', 'other item'}"
2994_122014,"{'dairy', 'milk', 'grains'}"
2995_022015,"{'other foods', 'sugary', 'bags'}"
2995_032014,"{'water', 'sugary'}"
2996_042014,"{'energy drinks', 'milk'}"
2996_052015,"{'fruit', 'milk', 'others'}"
2996_082014,"{'house facilities', 'other foods'}"
2996_082015,"{'vegetables', 'other foods'}"
2996_092014,"{'alcohol', 'sugary'}"
2996_092015,"{'meats', 'cosmetics', 'others'}"
2997_022015,"{'energy drinks', 'alcohol'}"
2997_032015,"{'energy drinks', 'vegetables'}"
2997_092014,"{'dairy', 'water'}"
2997_102015,"{'meats', 'sugary'}"
2997_122015,"{'grains', 'other foods', 'bags', 'meats', 'fruit', 'milk', 'chemistry products'}"
2998_072015,"{'dairy', 'alcohol', 'other foods'}"
2998_102014,"{'fruit', 'grains'}"
2999_032015,"{'meats', 'milk'}"
2999_042015,"{'alcohol', 'other item'}"
2999_122014,"{'grains', 'milk', 'other foods'}"
3000_082014,"{'juice', 'pet care'}"
3001_112015,"{'meats', 'water'}"
3001_122015,"{'meats', 'milk'}"
3002_012015,"{'grains', 'others', 'meats', 'fruit', 'milk'}"
3002_022015,"{'fruit', 'other foods'}"
3002_082015,"{'energy drinks', 'seasoning', 'other foods', 'meats', 'dairy', 'fruit'}"
3002_122014,"{'cosmetics', 'seasoning'}"
3003_042014,"{'seasoning', 'bags'}"
3003_082014,"{'dairy', 'fruit', 'milk', 'others'}"
3004_042014,"{'energy drinks', 'other foods'}"
3004_102015,"{'alcohol', 'milk'}"
3005_042014,"{'energy drinks', 'sugary'}"
3005_072014,"{'meats', 'other drinks'}"
3005_102014,"{'fruit', 'grains'}"
3005_112014,"{'grains', 'others', 'other foods'}"
3005_122015,"{'juice', 'fruit'}"
3006_062014,"{'vegetables', 'grains', 'other foods'}"
3006_122015,{'meats'}
3007_012014,"{'dairy', 'other item'}"
3007_022014,"{'alcohol', 'sugary'}"
3008_042014,"{'energy drinks', 'vegetables', 'fruit'}"
3008_092014,"{'dairy', 'vegetables'}"
3009_012014,"{'dairy', 'grains'}"
3009_022015,"{'meats', 'vegetables', 'alcohol', 'chemistry products'}"
3009_042014,"{'meats', 'alcohol'}"
3009_082015,"{'meats', 'fruit'}"
3009_112014,"{'alcohol', 'milk'}"
3009_122014,"{'grains', 'other foods'}"
3010_012014,"{'vegetables', 'other item'}"
3010_022014,{'vegetables'}
3010_062014,"{'meats', 'cosmetics', 'bags'}"
3010_082015,"{'juice', 'vegetables'}"
3010_112014,"{'dairy', 'vegetables'}"
3011_022014,"{'meats', 'vegetables', 'other item'}"
3011_062014,{'vegetables'}
3011_062015,"{'others', 'other item'}"
3011_082014,"{'water', 'seasoning', 'other foods'}"
3012_032015,"{'vegetables', 'other foods'}"
3012_072014,{'milk'}
3012_092015,"{'meats', 'grains'}"
3013_032014,"{'grains', 'milk'}"
3013_042014,"{'grains', 'vegetables', 'others', 'other foods'}"
3013_072014,"{'sugary', 'seasoning'}"
3013_082015,"{'cosmetics', 'vegetables', 'alcohol'}"
3013_122014,"{'grains', 'milk'}"
3014_042015,"{'meats', 'vegetables', 'other foods'}"
3014_072015,"{'dairy', 'fruit', 'other foods'}"
3014_102015,"{'meats', 'grains', 'others', 'sugary'}"
3014_112015,"{'meats', 'dairy', 'others', 'water'}"
3014_122014,"{'fruit', 'vegetables'}"
3015_012014,"{'meats', 'water', 'other foods'}"
3015_072014,{'vegetables'}
3015_102015,"{'meats', 'energy drinks', 'grains'}"
3015_122015,"{'vegetables', 'water'}"
3016_012015,"{'meats', 'grains', 'seasoning'}"
3016_042014,"{'house facilities', 'other foods'}"
3016_052014,"{'vegetables', 'grains'}"
3017_092015,"{'meats', 'dairy', 'fruit'}"
3017_112014,"{'meats', 'milk'}"
3018_012015,"{'energy drinks', 'alcohol'}"
3018_062015,"{'vegetables', 'other item'}"
3018_112014,"{'fruit', 'other foods'}"
3019_122014,"{'grains', 'others'}"
3019_122015,"{'energy drinks', 'milk', 'other item'}"
3020_062014,"{'alcohol', 'other item'}"
3020_082014,"{'vegetables', 'others'}"
3020_082015,"{'juice', 'alcohol', 'milk', 'other foods'}"
3021_012015,"{'meats', 'dairy'}"
3021_062014,{'vegetables'}
3021_102014,"{'juice', 'energy drinks', 'vegetables'}"
3021_112014,"{'meats', 'water', 'other foods'}"
3022_022014,"{'meats', 'other item'}"
3022_042014,"{'dairy', 'milk'}"
3022_092014,"{'other foods', 'other item'}"
3022_112015,"{'meats', 'dairy'}"
3023_062015,"{'meats', 'vegetables'}"
3023_072015,"{'dairy', 'vegetables', 'alcohol', 'other item'}"
3023_112014,"{'alcohol', 'other item'}"
3024_122014,"{'seasoning', 'other item', 'fruit', 'milk', 'chemistry products'}"
3025_012014,"{'meats', 'pet care'}"
3025_042015,"{'meats', 'fruit', 'alcohol', 'seasoning'}"
3025_062015,"{'alcohol', 'other drinks'}"
3025_102015,"{'meats', 'grains', 'seasoning'}"
3026_012015,"{'energy drinks', 'water', 'seasoning', 'other foods', 'fruit'}"
3026_032014,"{'grains', 'milk', 'sugary'}"
3026_102014,"{'grains', 'milk', 'sugary'}"
3027_042014,{'vegetables'}
3027_092015,"{'vegetables', 'seasoning', 'alcohol', 'other foods', 'meats'}"
3027_102014,"{'juice', 'fruit'}"
3028_042014,"{'meats', 'dairy', 'grains', 'milk'}"
3028_052015,"{'dairy', 'fruit'}"
3028_072014,"{'meats', 'milk'}"
3028_092015,"{'vegetables', 'grains', 'other foods', 'other item', 'meats'}"
3028_112014,"{'others', 'sugary'}"
3029_022015,"{'vegetables', 'bags'}"
3029_052015,"{'grains', 'milk'}"
3029_102014,"{'seasoning', 'pet care'}"
3030_022014,"{'fruit', 'grains', 'house facilities'}"
3030_062014,"{'vegetables', 'milk'}"
3030_112014,"{'other foods', 'other item'}"
3030_122014,"{'dairy', 'alcohol', 'milk'}"
3031_012014,"{'milk', 'sugary'}"
3031_082015,"{'meats', 'vegetables', 'alcohol'}"
3031_102015,"{'fruit', 'milk', 'sugary'}"
3031_112015,"{'grains', 'other item'}"
3031_122015,"{'juice', 'energy drinks', 'fruit', 'other foods'}"
3032_052015,"{'milk', 'water'}"
3032_122014,"{'meats', 'other foods'}"
3033_022014,"{'other foods', 'others', 'sugary', 'other item'}"
3033_092014,"{'dairy', 'vegetables', 'fruit', 'milk'}"
3034_052015,"{'vegetables', 'other foods'}"
3034_062014,"{'meats', 'fruit'}"
3034_072015,"{'vegetables', 'milk'}"
3034_122014,"{'others', 'grains', 'water', 'other item'}"
3035_022014,"{'dairy', 'alcohol'}"
3035_042014,"{'cosmetics', 'seasoning'}"
3035_042015,"{'fruit', 'other item'}"
3035_082015,"{'meats', 'grains', 'milk'}"
3035_092015,"{'grains', 'others'}"
3035_112015,"{'dairy', 'alcohol'}"
3036_072015,"{'other foods', 'vegetables', 'milk', 'other item'}"
3036_092015,"{'dairy', 'milk'}"
3036_122015,"{'vegetables', 'sugary', 'alcohol', 'meats', 'dairy', 'other drinks', 'bags'}"
3037_012015,"{'grains', 'vegetables', 'milk'}"
3037_022015,"{'meats', 'bags'}"
3038_042014,"{'energy drinks', 'vegetables', 'grains', 'seasoning', 'others', 'milk'}"
3038_072014,"{'dairy', 'grains'}"
3038_112015,"{'grains', 'other item'}"
3038_122014,"{'dairy', 'other item'}"
3039_022015,"{'milk', 'others', 'sugary', 'other foods'}"
3039_082014,"{'vegetables', 'others'}"
3039_102014,"{'dairy', 'alcohol'}"
3039_112015,"{'fruit', 'milk'}"
3040_112014,"{'meats', 'grains', 'pet care'}"
3041_022014,"{'grains', 'bags'}"
3041_042014,"{'sugary', 'other foods'}"
3041_082015,"{'milk', 'seasoning', 'bags'}"
3041_092015,"{'meats', 'dairy', 'fruit', 'vegetables'}"
3041_102015,"{'vegetables', 'fruit', 'other foods'}"
3042_012015,"{'meats', 'dairy', 'vegetables'}"
3042_022015,"{'alcohol', 'milk', 'water'}"
3042_042014,"{'dairy', 'vegetables'}"
3042_052015,"{'meats', 'vegetables', 'milk', 'other foods'}"
3042_092014,"{'vegetables', 'others'}"
3042_112014,{'other item'}
3042_122015,"{'vegetables', 'milk'}"
3043_052015,"{'energy drinks', 'other item'}"
3044_052014,"{'bags', 'other item'}"
3044_052015,"{'meats', 'grains', 'water'}"
3044_072015,"{'grains', 'milk'}"
3044_082014,"{'energy drinks', 'grains'}"
3044_092014,"{'energy drinks', 'milk', 'others'}"
3044_092015,"{'energy drinks', 'vegetables', 'grains', 'alcohol', 'meats'}"
3045_012014,"{'cosmetics', 'vegetables', 'pet care'}"
3045_032015,"{'energy drinks', 'fruit', 'milk'}"
3045_062014,"{'meats', 'vegetables'}"
3045_082014,"{'meats', 'sugary'}"
3046_022014,"{'energy drinks', 'vegetables'}"
3046_032014,"{'dairy', 'other foods'}"
3046_032015,"{'grains', 'water', 'sugary', 'meats', 'dairy', 'others'}"
3046_082014,"{'fruit', 'vegetables'}"
3046_092015,"{'meats', 'milk'}"
3046_112015,"{'energy drinks', 'alcohol', 'other foods', 'meats', 'dairy', 'fruit', 'milk'}"
3047_072015,"{'meats', 'milk'}"
3047_082014,"{'energy drinks', 'fruit', 'milk'}"
3048_052014,"{'meats', 'grains'}"
3048_062015,"{'energy drinks', 'grains', 'alcohol', 'other item', 'meats', 'dairy', 'fruit'}"
3048_082015,"{'meats', 'alcohol'}"
3048_102015,"{'grains', 'alcohol', 'cosmetics', 'other item', 'meats', 'fruit'}"
3049_052015,"{'dairy', 'other item'}"
3049_092014,"{'dairy', 'pet care'}"
3050_032014,"{'vegetables', 'sugary'}"
3050_062015,"{'vegetables', 'grains', 'water', 'other item', 'meats'}"
3050_072015,"{'dairy', 'milk'}"
