invoice,itemDescription
2909_062014,"{'ice cream', 'whole milk'}"
2909_072014,"{'specialty chocolate', 'rolls/buns'}"
2909_082015,"{'coffee', 'female sanitary products', 'sausage'}"
2910_012014,"{'processed cheese', 'sugar'}"
2910_032014,"{'other vegetables', 'canned fish'}"
2910_042015,"{'canned beer', 'cat food', 'whole milk'}"
2910_072015,"{'soda', 'yogurt', 'turkey', 'citrus fruit', 'root vegetables', 'frozen meals', 'spread cheese'}"
2911_032014,"{'domestic eggs', 'butter'}"
2911_072015,"{'soda', 'other vegetables'}"
2912_012015,"{'soda', 'pip fruit'}"
2912_022014,"{'yogurt', 'whole milk'}"
2912_082014,"{'coffee', 'candles', 'beef', 'newspapers'}"
2912_092014,"{'flower soil/fertilizer', 'salty snack', 'UHT-milk'}"
2913_042015,"{'chocolate marshmallow', 'ready soups'}"
2913_122014,"{'chicken', 'house keeping products'}"
2914_012015,"{'rolls/buns', 'UHT-milk'}"
2914_092014,"{'yogurt', 'long life bakery product'}"
2914_112014,"{'grapes', 'domestic eggs', 'other vegetables'}"
2914_112015,"{'bottled water', 'meat'}"
2915_042014,"{'flour', 'citrus fruit'}"
2915_072014,"{'berries', 'beef'}"
2916_042015,"{'frozen vegetables', 'pastry'}"
2916_062014,"{'pickled vegetables', 'bottled beer'}"
2916_062015,"{'house keeping products', 'chocolate marshmallow', 'semi-finished bread', 'salty snack', 'whole milk', 'domestic eggs', 'other vegetables'}"
2916_122014,"{'cleaner', 'whole milk'}"
2917_042014,"{'processed cheese', 'hygiene articles', 'ham', 'waffles'}"
2917_052014,"{'yogurt', 'rolls/buns'}"
2918_032015,"{'pork', 'red/blush wine'}"
2918_042015,"{'grapes', 'bottled water', 'napkins'}"
2918_052014,"{'rolls/buns', 'waffles'}"
2918_072015,"{'bathroom cleaner', 'sausage'}"
2918_082015,"{'ham', 'napkins', 'other vegetables'}"
2918_102015,"{'ham', 'whole milk'}"
2918_112015,"{'bottled beer', 'pastry', 'ice cream', 'frozen vegetables', 'pip fruit', 'rolls/buns', 'bottled water'}"
2919_012014,"{'curd', 'rolls/buns'}"
2919_062015,"{'pip fruit', 'candles'}"
2920_032014,"{'canned beer', 'bottled beer'}"
2920_032015,"{'packaged fruit/vegetables', 'beverages'}"
2920_042015,"{'hard cheese', 'whole milk'}"
2920_112015,"{'citrus fruit', 'beef'}"
2920_122014,"{'margarine', 'rolls/buns', 'root vegetables'}"
2921_042014,"{'specialty fat', 'bottled water', 'hard cheese'}"
2921_112014,"{'yogurt', 'specialty chocolate', 'frozen vegetables', 'cream cheese ', 'other vegetables'}"
2922_022014,"{'soda', 'photo/film'}"
2922_062014,"{'coffee', 'misc. beverages'}"
2922_122015,"{'onions', 'pip fruit'}"
2923_022014,"{'specialty bar', 'yogurt'}"
2923_112014,"{'sliced cheese', 'citrus fruit', 'napkins'}"
2924_032014,"{'sliced cheese', 'rolls/buns'}"
2924_052014,"{'shopping bags', 'sliced cheese', 'root vegetables', 'newspapers'}"
2924_112014,"{'other vegetables', 'frozen dessert'}"
2924_112015,"{'yogurt', 'rolls/buns', 'sugar'}"
2925_012014,"{'male cosmetics', 'oil'}"
2925_032015,"{'yogurt', 'other vegetables'}"
2925_072014,"{'domestic eggs', 'pot plants', 'frozen vegetables'}"
2925_082014,"{'female sanitary products', 'salt'}"
2925_082015,"{'herbs', 'chocolate', 'tropical fruit'}"
2925_112014,"{'flour', 'citrus fruit'}"
2925_112015,"{'cake bar', 'dessert'}"
2926_062014,"{'domestic eggs', 'specialty bar'}"
2926_082015,"{'soda', 'oil', 'whole milk'}"
2926_102015,"{'yogurt', 'oil'}"
2927_012014,"{'popcorn', 'hygiene articles', 'rolls/buns', 'packaged fruit/vegetables'}"
2927_032015,"{'citrus fruit', 'frozen vegetables'}"
2927_042014,"{'fruit/vegetable juice', 'beverages'}"
2927_112014,"{'house keeping products', 'jam'}"
2928_042014,"{'frozen fish', 'brown bread', 'beef'}"
2928_092015,"{'frankfurter', 'frozen meals'}"
2928_112015,"{'pork', 'root vegetables'}"
2928_122014,"{'chocolate', 'frozen fish'}"
2929_092014,"{'yogurt', 'bathroom cleaner'}"
2929_102014,"{'cleaner', 'pastry'}"
2930_022014,"{'bottled water', 'curd'}"
2930_032014,"{'fruit/vegetable juice', 'coffee', 'other vegetables'}"
2930_032015,"{'soda', 'pastry', 'oil', 'newspapers', 'whole milk', 'fruit/vegetable juice', 'other vegetables'}"
2930_042014,"{'soda', 'other vegetables'}"
2931_052014,"{'seasonal products', 'domestic eggs', 'pip fruit'}"
2932_012015,"{'bottled beer', 'yogurt', 'sausage', 'butter', 'root vegetables', 'newspapers', 'whole milk'}"
2932_032015,"{'whole milk', 'detergent', 'rolls/buns', 'sausage'}"
2932_062014,"{'tropical fruit', 'cat food', 'whole milk'}"
2932_102014,"{'rolls/buns', 'whole milk', 'waffles'}"
2933_012014,"{'soda', 'seasonal products'}"
2933_062015,"{'herbs', 'yogurt', 'sweet spreads', 'pip fruit', 'bottled water', 'tropical fruit'}"
2934_032014,"{'fruit/vegetable juice', 'whole milk'}"
2934_092015,"{'bottled beer', 'UHT-milk'}"
2934_102014,"{'butter milk', 'tropical fruit'}"
2934_112015,"{'whipped/sour cream', 'chocolate', 'root vegetables'}"
2935_032014,"{'processed cheese', 'rolls/buns'}"
2935_042014,"{'pastry', 'frozen vegetables', 'whole milk', 'whipped/sour cream', 'bottled water'}"
2935_092015,"{'canned beer', 'other vegetables', 'newspapers'}"
2936_072014,"{'onions', 'newspapers'}"
2936_082015,"{'domestic eggs', 'ham'}"
2937_022014,"{'pork', 'rolls/buns'}"
2937_042014,"{'yogurt', 'sausage', 'dishes'}"
2937_062014,"{'shopping bags', 'brown bread', 'white bread', 'dishes'}"
2937_062015,"{'whole milk', 'dessert', 'photo/film', 'chewing gum'}"
2937_072015,"{'other vegetables', 'whole milk'}"
2937_102014,"{'pastry', 'rolls/buns'}"
2938_032014,"{'butter milk', 'curd'}"
2938_062015,"{'pasta', 'whole milk', 'whipped/sour cream', 'tropical fruit', 'liquor (appetizer)'}"
2939_022014,"{'grapes', 'bottled water'}"
2939_032015,"{'whole milk', 'bottled water', 'root vegetables', 'canned vegetables'}"
2939_102014,"{'bottled water', 'tropical fruit'}"
2940_052015,"{'detergent', 'butter milk', 'canned beer', 'root vegetables'}"
2940_072015,"{'yogurt', 'whole milk'}"
2940_102015,"{'frankfurter', 'rolls/buns'}"
2940_112014,"{'sliced cheese', 'citrus fruit'}"
2941_012014,"{'berries', 'rolls/buns'}"
2941_022015,"{'brown bread', 'dessert'}"
2941_032015,"{'other vegetables', 'hamburger meat'}"
2941_042014,"{'bottled water', 'whole milk'}"
2941_062014,"{'bottled water', 'beverages'}"
2941_092015,"{'yogurt', 'other vegetables'}"
2942_012015,"{'pork', 'sausage', 'flower (seeds)', 'oil', 'brown bread', 'whole milk', 'waffles'}"
2942_082014,"{'cream cheese ', 'citrus fruit', 'waffles'}"
2942_102014,"{'domestic eggs', 'butter'}"
2943_012014,"{'flower (seeds)', 'whole milk'}"
2943_062014,"{'pastry', 'hamburger meat'}"
2943_062015,"{'cocoa drinks', 'sausage'}"
2943_112014,"{'chocolate marshmallow', 'canned beer'}"
2944_012015,"{'yogurt', 'long life bakery product', 'sausage', 'beef', 'processed cheese', 'cream cheese ', 'tropical fruit'}"
2944_072014,"{'specialty fat', 'beverages'}"
2944_092014,"{'bottled beer', 'dog food'}"
2944_122014,"{'frozen vegetables', 'newspapers'}"
2945_072015,"{'chicken', 'pastry', 'waffles'}"
2945_112014,"{'citrus fruit', 'frozen meals'}"
2946_042015,"{'chicken', 'hygiene articles'}"
2946_052015,"{'frankfurter', 'napkins'}"
2946_072015,"{'soda', 'pip fruit', 'pasta'}"
2946_092014,"{'onions', 'cream cheese ', 'rolls/buns', 'canned vegetables', 'specialty cheese', 'white bread', 'whipped/sour cream', 'domestic eggs', 'white wine'}"
2946_112014,"{'margarine', 'citrus fruit'}"
2947_032014,"{'bottled water', 'cream cheese '}"
2947_042015,"{'bottled beer', 'ham', 'tropical fruit'}"
2947_072015,"{'yogurt', 'sausage'}"
2948_062015,"{'frankfurter', 'yogurt', 'hard cheese', 'bottled water', 'organic sausage', 'other vegetables'}"
2948_072014,"{'shopping bags', 'yogurt'}"
2948_112014,"{'detergent', 'whole milk'}"
2949_012014,"{'shopping bags', 'pork', 'other vegetables'}"
2949_032014,{'bottled water'}
2950_032014,"{'soda', 'shopping bags', 'long life bakery product', 'semi-finished bread'}"
2950_042014,"{'liquor', 'whole milk'}"
2950_072015,"{'frankfurter', 'whole milk'}"
2950_102014,"{'margarine', 'whole milk'}"
2950_102015,"{'coffee', 'bottled water', 'roll products '}"
2950_112014,"{'canned beer', 'other vegetables'}"
2951_052015,"{'yogurt', 'citrus fruit'}"
2951_122014,"{'soda', 'frozen vegetables', 'whole milk'}"
2951_122015,"{'domestic eggs', 'curd'}"
2952_042014,"{'hygiene articles', 'canned beer'}"
2952_092014,"{'skin care', 'sugar'}"
2952_112015,"{'frankfurter', 'butter milk', 'bottled beer', 'shopping bags', 'citrus fruit', 'whole milk', 'rolls/buns'}"
2952_122014,"{'whipped/sour cream', 'newspapers', 'sugar', 'hamburger meat'}"
2953_042015,"{'frozen fruits', 'rolls/buns', 'packaged fruit/vegetables'}"
2954_052014,"{'fruit/vegetable juice', 'soda'}"
2954_052015,"{'brown bread', 'sausage'}"
2954_072014,"{'fruit/vegetable juice', 'rolls/buns', 'root vegetables'}"
2955_032014,"{'sliced cheese', 'sausage'}"
2955_052015,"{'soda', 'canned beer', 'white bread'}"
2955_062015,"{'whole milk', 'tropical fruit'}"
2955_072014,"{'soda', 'newspapers', 'pastry', 'hamburger meat'}"
2955_102014,"{'pastry', 'sausage'}"
2955_112014,"{'candles', 'root vegetables'}"
2956_022015,"{'bottled water', 'rolls/buns'}"
2956_032014,"{'chocolate', 'rolls/buns'}"
2956_072014,"{'soda', 'butter milk', 'yogurt', 'frozen vegetables', 'other vegetables'}"
2956_102014,"{'other vegetables', 'cream cheese '}"
2957_022014,"{'fruit/vegetable juice', 'seasonal products'}"
2957_052014,"{'margarine', 'frozen vegetables'}"
2957_062014,"{'shopping bags', 'other vegetables'}"
2957_092015,"{'bottled beer', 'sausage', 'butter', 'candles', 'chewing gum', 'artif. sweetener', 'UHT-milk'}"
2957_112015,"{'grapes', 'photo/film'}"
2957_122014,"{'bottled water', 'bottled beer'}"
2957_122015,"{'frankfurter', 'bottled beer'}"
2958_012015,"{'onions', 'tropical fruit'}"
2958_042014,"{'butter', 'softener'}"
2958_062015,"{'rolls/buns', 'hamburger meat'}"
2958_112014,"{'soda', 'candy'}"
2958_122014,"{'chocolate', 'bottled water'}"
2960_022015,"{'finished products', 'pastry'}"
2960_032014,"{'canned beer', 'frozen meals'}"
2960_062015,"{'salty snack', 'citrus fruit'}"
2960_082015,"{'pastry', 'berries', 'frozen vegetables', 'whole milk', 'rolls/buns', 'tropical fruit'}"
2960_102014,"{'whipped/sour cream', 'fruit/vegetable juice'}"
2960_112014,"{'misc. beverages', 'shopping bags', 'berries', 'dishes', 'other vegetables', 'UHT-milk'}"
2960_122015,"{'yogurt', 'whole milk', 'domestic eggs', 'other vegetables', 'tropical fruit'}"
2961_032014,"{'shopping bags', 'pastry'}"
2961_052015,"{'frankfurter', 'abrasive cleaner', 'frozen potato products', 'newspapers', 'softener'}"
2961_072014,"{'onions', 'canned fruit'}"
2961_072015,"{'soda', 'berries', 'canned beer', 'white bread'}"
2961_112015,"{'frankfurter', 'chocolate', 'mayonnaise', 'oil'}"
2961_122014,"{'coffee', 'domestic eggs', 'spread cheese'}"
2962_012015,"{'bottled water', 'tropical fruit', 'domestic eggs'}"
2962_042015,"{'citrus fruit', 'long life bakery product'}"
2962_072014,"{'soda', 'brown bread', 'pastry', 'root vegetables'}"
2963_012014,"{'pickled vegetables', 'bottled water'}"
2963_052014,"{'citrus fruit', 'frozen vegetables'}"
2964_032014,"{'male cosmetics', 'oil'}"
2964_042014,"{'candy', 'curd'}"
2964_052015,"{'frankfurter', 'hard cheese'}"
2964_092014,"{'UHT-milk', 'tropical fruit'}"
2964_112015,"{'whole milk', 'finished products', 'ice cream', 'tropical fruit'}"
2965_042014,"{'white bread', 'salty snack', 'dessert', 'cat food'}"
2965_072014,"{'coffee', 'newspapers'}"
2966_082014,"{'pudding powder', 'other vegetables', 'cream cheese ', 'whole milk'}"
2966_112014,"{'pork', 'long life bakery product'}"
2967_012014,"{'flower (seeds)', 'canned beer'}"
2967_052014,"{'oil', 'whole milk'}"
2967_062015,"{'domestic eggs', 'yogurt'}"
2968_102015,"{'soda', 'shopping bags'}"
2969_042014,"{'frankfurter', 'processed cheese'}"
2969_082015,"{'canned fish', 'hygiene articles', 'packaged fruit/vegetables', 'waffles'}"
2969_092015,"{'other vegetables', 'frozen meals'}"
2970_112014,"{'other vegetables', 'canned fish', 'chewing gum'}"
2970_122015,"{'turkey', 'meat', 'rolls/buns'}"
2971_012015,"{'coffee', 'hamburger meat'}"
2971_042014,"{'shopping bags', 'cocoa drinks', 'napkins'}"
2971_122014,"{'fruit/vegetable juice', 'rolls/buns'}"
2972_022014,"{'frankfurter', 'margarine'}"
2972_052015,"{'house keeping products', 'canned beer', 'pip fruit', 'whole milk', 'coffee', 'other vegetables', 'UHT-milk'}"
2973_072014,"{'flour', 'yogurt', 'semi-finished bread'}"
2973_102014,"{'soda', 'beverages', 'waffles', 'domestic eggs', 'sliced cheese', 'napkins'}"
2973_122014,"{'white bread', 'frozen vegetables', 'whole milk'}"
2974_012014,"{'whipped/sour cream', 'bottled water', 'berries'}"
2974_022014,"{'pastry', 'waffles'}"
2974_052014,"{'frozen vegetables', 'tropical fruit'}"
2974_122015,"{'herbs', 'packaged fruit/vegetables'}"
2975_012015,"{'grapes', 'other vegetables', 'liver loaf', 'pasta'}"
2975_032014,"{'flower (seeds)', 'root vegetables'}"
2975_092015,"{'fruit/vegetable juice', 'canned beer'}"
2975_102014,"{'fruit/vegetable juice', 'canned beer', 'other vegetables'}"
2975_102015,"{'cream cheese ', 'rolls/buns'}"
2976_022015,"{'dessert', 'citrus fruit'}"
2976_092014,"{'shopping bags', 'other vegetables', 'newspapers'}"
2977_032015,"{'UHT-milk', 'rolls/buns'}"
2977_042015,"{'popcorn', 'chicken', 'other vegetables', 'margarine'}"
2977_112014,"{'processed cheese', 'waffles'}"
2977_112015,"{'chicken', 'onions', 'other vegetables', 'pastry'}"
2978_052015,"{'chicken', 'ham', 'whipped/sour cream', 'other vegetables', 'condensed milk'}"
2978_062015,"{'hygiene articles', 'whole milk'}"
2978_082014,"{'liquor', 'pot plants', 'pasta'}"
2978_092015,"{'frozen dessert', 'sausage', 'beverages', 'sugar', 'meat', 'UHT-milk'}"
2978_112015,"{'pip fruit', 'other vegetables', 'chewing gum'}"
2979_032014,{'domestic eggs'}
2979_072015,"{'long life bakery product', 'ice cream', 'sliced cheese', 'sausage'}"
2979_082014,"{'pip fruit', 'whole milk'}"
2979_092015,"{'rum', 'onions'}"
2980_012014,"{'cleaner', 'bottled beer', 'other vegetables'}"
2980_042015,"{'butter milk', 'bottled beer'}"
2980_112014,"{'shopping bags', 'whole milk'}"
2981_032015,"{'onions', 'whole milk'}"
2981_052014,"{'fruit/vegetable juice', 'canned beer'}"
2981_102015,"{'whole milk', 'UHT-milk'}"
2981_112015,"{'chocolate', 'pickled vegetables', 'whole milk'}"
2982_052014,"{'coffee', 'sugar'}"
2982_062014,"{'hard cheese', 'rolls/buns'}"
2982_062015,"{'frankfurter', 'soda', 'yogurt', 'ice cream', 'citrus fruit', 'canned beer'}"
2982_102014,"{'margarine', 'tropical fruit'}"
2983_022014,"{'specialty chocolate', 'tropical fruit'}"
2983_112015,"{'flour', 'soda'}"
2984_022015,"{'mustard', 'citrus fruit'}"
2984_042014,"{'canned beer', 'pastry'}"
2984_072014,"{'soda', 'pickled vegetables', 'whole milk'}"
2984_092014,"{'cake bar', 'butter', 'fruit/vegetable juice', 'ice cream'}"
2985_052015,"{'soda', 'citrus fruit', 'chicken', 'whole milk', 'tropical fruit'}"
2986_032014,"{'soda', 'pork', 'other vegetables', 'whole milk'}"
2986_052014,"{'bottled water', 'UHT-milk', 'newspapers'}"
2986_052015,"{'margarine', 'whole milk'}"
2986_112015,"{'bottled beer', 'sausage', 'butter', 'root vegetables', 'chicken', 'waffles', 'whipped/sour cream', 'other vegetables'}"
2987_042014,"{'coffee', 'misc. beverages'}"
2988_102015,"{'bottled beer', 'yogurt'}"
2989_012015,"{'herbs', 'soda', 'cat food', 'pet care', 'whole milk'}"
2989_032014,"{'bottled beer', 'whole milk'}"
2989_062015,"{'pip fruit', 'beef'}"
2989_102014,"{'flour', 'citrus fruit'}"
2990_032014,"{'long life bakery product', 'rolls/buns'}"
2990_042014,"{'turkey', 'curd', 'sugar'}"
2990_052014,"{'cream cheese ', 'UHT-milk'}"
2990_052015,"{'chocolate', 'rolls/buns', 'whole milk', 'brown bread'}"
2990_062015,"{'frankfurter', 'canned beer', 'pastry'}"
2990_072014,"{'kitchen towels', 'turkey'}"
2990_082014,"{'long life bakery product', 'packaged fruit/vegetables'}"
2990_112015,"{'grapes', 'domestic eggs', 'meat spreads'}"
2990_122015,"{'specialty bar', 'beef'}"
2991_012014,"{'soda', 'root vegetables', 'waffles'}"
2991_022015,"{'root vegetables', 'whole milk'}"
2991_032014,"{'butter milk', 'whole milk'}"
2991_042014,"{'shopping bags', 'specialty cheese', 'tropical fruit', 'UHT-milk', 'salt'}"
2992_092015,"{'bottled water', 'pip fruit', 'pet care'}"
2993_052015,"{'long life bakery product', 'napkins'}"
2993_062014,"{'shopping bags', 'yogurt'}"
2993_082014,"{'butter milk', 'misc. beverages', 'specialty chocolate', 'other vegetables', 'chewing gum'}"
2993_102014,"{'domestic eggs', 'onions', 'waffles'}"
2993_112014,"{'beef', 'napkins'}"
2994_042014,"{'curd', 'rolls/buns'}"
2994_122014,"{'long life bakery product', 'yogurt', 'whole milk'}"
2995_022015,"{'shopping bags', 'flour', 'dessert'}"
2995_032014,"{'bottled water', 'specialty chocolate'}"
2996_042014,"{'coffee', 'butter milk'}"
2996_052015,"{'UHT-milk', 'berries', 'newspapers'}"
2996_082014,"{'whipped/sour cream', 'house keeping products'}"
2996_082015,"{'domestic eggs', 'other vegetables'}"
2996_092014,"{'candy', 'bottled beer'}"
2996_092015,"{'frankfurter', 'hygiene articles', 'dishes'}"
2997_022015,"{'soda', 'canned beer'}"
2997_032015,"{'soda', 'other vegetables'}"
2997_092014,"{'bottled water', 'yogurt'}"
2997_102015,"{'specialty chocolate', 'fish'}"
2997_122015,"{'frankfurter', 'shopping bags', 'citrus fruit', 'brown bread', 'rubbing alcohol', 'whole milk', 'domestic eggs', 'tropical fruit'}"
2998_072015,"{'salty snack', 'canned beer', 'yogurt'}"
2998_102014,"{'grapes', 'semi-finished bread'}"
2999_032015,"{'butter milk', 'meat spreads', 'sausage'}"
2999_042015,"{'canned beer', 'beef'}"
2999_122014,"{'white bread', 'margarine', 'whole milk'}"
3000_082014,"{'fruit/vegetable juice', 'cat food'}"
3001_112015,"{'bottled water', 'sausage'}"
3001_122015,"{'chicken', 'whole milk'}"
3002_012015,"{'sausage', 'grapes', 'newspapers', 'chicken', 'whole milk', 'white bread', 'light bulbs'}"
3002_022015,"{'snack products', 'tropical fruit'}"
3002_082015,"{'yogurt', 'soups', 'citrus fruit', 'frozen meals', 'seasonal products', 'coffee'}"
3002_122014,"{'seasonal products', 'hygiene articles'}"
3003_042014,"{'seasonal products', 'shopping bags'}"
3003_082014,"{'processed cheese', 'citrus fruit', 'whole milk', 'newspapers'}"
3004_042014,"{'soda', 'domestic eggs'}"
3004_102015,"{'whole milk', 'liquor (appetizer)'}"
3005_042014,"{'coffee', 'specialty chocolate'}"
3005_072014,"{'frozen meals', 'beverages'}"
3005_102014,"{'semi-finished bread', 'tropical fruit'}"
3005_112014,"{'brown bread', 'margarine', 'newspapers'}"
3005_122015,"{'fruit/vegetable juice', 'citrus fruit'}"
3006_062014,"{'brown bread', 'other vegetables', 'waffles', 'margarine'}"
3006_122015,"{'chicken', 'pork', 'frozen fish'}"
3007_012014,"{'yogurt', 'rolls/buns'}"
3007_022014,"{'canned beer', 'frozen dessert'}"
3008_042014,"{'coffee', 'pip fruit', 'root vegetables'}"
3008_092014,"{'butter', 'other vegetables'}"
3009_012014,"{'yogurt', 'semi-finished bread'}"
3009_022015,"{'detergent', 'canned beer', 'frozen vegetables', 'sausage'}"
3009_042014,"{'frankfurter', 'misc. beverages'}"
3009_082015,"{'tropical fruit', 'sausage'}"
3009_112014,"{'canned beer', 'UHT-milk'}"
3009_122014,"{'flour', 'brown bread'}"
3010_012014,"{'root vegetables', 'rolls/buns'}"
3010_022014,"{'other vegetables', 'root vegetables'}"
3010_062014,"{'shopping bags', 'hygiene articles', 'pork'}"
3010_082015,"{'fruit/vegetable juice', 'root vegetables'}"
3010_112014,"{'sliced cheese', 'root vegetables'}"
3011_022014,"{'other vegetables', 'rolls/buns', 'frozen meals'}"
3011_062014,"{'pickled vegetables', 'frozen vegetables'}"
3011_062015,"{'finished products', 'rolls/buns'}"
3011_082014,"{'whipped/sour cream', 'bottled water', 'salty snack', 'sugar'}"
3012_032015,"{'onions', 'nuts/prunes'}"
3012_072014,{'whole milk'}
3012_092015,"{'pork', 'brown bread'}"
3013_032014,"{'rice', 'whole milk'}"
3013_042014,"{'soap', 'domestic eggs', 'other vegetables', 'pastry'}"
3013_072014,"{'ice cream', 'sauces'}"
3013_082015,"{'hygiene articles', 'bottled beer', 'root vegetables'}"
3013_122014,"{'brown bread', 'UHT-milk'}"
3014_042015,"{'whipped/sour cream', 'ham', 'root vegetables', 'margarine'}"
3014_072015,"{'whipped/sour cream', 'cream cheese ', 'berries'}"
3014_102015,"{'chocolate', 'pastry', 'sausage', 'newspapers'}"
3014_112015,"{'bottled water', 'curd cheese', 'sausage', 'napkins'}"
3014_122014,"{'root vegetables', 'tropical fruit'}"
3015_012014,"{'bottled water', 'ham', 'margarine'}"
3015_072014,"{'other vegetables', 'root vegetables'}"
3015_102015,"{'white bread', 'coffee', 'sausage'}"
3015_122015,"{'bottled water', 'root vegetables'}"
3016_012015,"{'frankfurter', 'long life bakery product', 'sugar'}"
3016_042014,"{'whipped/sour cream', 'dish cleaner'}"
3016_052014,"{'other vegetables', 'pastry'}"
3017_092015,"{'soft cheese', 'curd', 'tropical fruit', 'hamburger meat'}"
3017_112014,"{'whole milk', 'frozen meals'}"
3018_012015,"{'soda', 'canned beer'}"
3018_062015,"{'root vegetables', 'rolls/buns'}"
3018_112014,"{'packaged fruit/vegetables', 'tropical fruit'}"
3019_122014,"{'brown bread', 'dishes'}"
3019_122015,"{'soda', 'butter milk', 'rolls/buns'}"
3020_062014,"{'bottled beer', 'rolls/buns'}"
3020_082014,"{'other vegetables', 'pot plants'}"
3020_082015,"{'fruit/vegetable juice', 'specialty fat', 'white wine', 'condensed milk'}"
3021_012015,"{'frankfurter', 'sliced cheese'}"
3021_062014,"{'onions', 'root vegetables'}"
3021_102014,"{'soda', 'fruit/vegetable juice', 'other vegetables'}"
3021_112014,"{'chicken', 'soups', 'bottled water'}"
3022_022014,"{'chicken', 'rolls/buns'}"
3022_042014,"{'yogurt', 'whole milk'}"
3022_092014,"{'whipped/sour cream', 'beef'}"
3022_112015,"{'butter', 'cream cheese ', 'canned fish'}"
3023_062015,"{'onions', 'hamburger meat'}"
3023_072015,"{'bottled beer', 'yogurt', 'pickled vegetables', 'root vegetables', 'rolls/buns'}"
3023_112014,"{'liquor', 'beef'}"
3024_122014,"{'UHT-milk', 'detergent', 'roll products ', 'tropical fruit', 'salt'}"
3025_012014,"{'cat food', 'hamburger meat'}"
3025_042015,"{'herbs', 'bottled beer', 'citrus fruit', 'sausage'}"
3025_062015,"{'tea', 'misc. beverages'}"
3025_102015,"{'herbs', 'turkey', 'white bread'}"
3026_012015,"{'soda', 'bottled water', 'citrus fruit', 'artif. sweetener', 'domestic eggs', 'tropical fruit'}"
3026_032014,"{'semi-finished bread', 'candy', 'whole milk'}"
3026_102014,"{'butter milk', 'ice cream', 'semi-finished bread', 'chewing gum'}"
3027_042014,"{'other vegetables', 'frozen vegetables'}"
3027_092015,"{'baking powder', 'sausage', 'red/blush wine', 'root vegetables', 'whipped/sour cream'}"
3027_102014,"{'fruit/vegetable juice', 'berries'}"
3028_042014,"{'frankfurter', 'butter', 'whole milk', 'white bread'}"
3028_052015,"{'yogurt', 'citrus fruit'}"
3028_072014,"{'chicken', 'whole milk'}"
3028_092015,"{'margarine', 'long life bakery product', 'beef', 'sausage', 'other vegetables'}"
3028_112014,"{'cake bar', 'napkins'}"
3029_022015,"{'shopping bags', 'other vegetables'}"
3029_052015,"{'butter milk', 'long life bakery product'}"
3029_102014,"{'vinegar', 'dog food'}"
3030_022014,"{'dish cleaner', 'citrus fruit', 'pastry'}"
3030_062014,"{'other vegetables', 'whole milk'}"
3030_112014,"{'packaged fruit/vegetables', 'rolls/buns'}"
3030_122014,"{'red/blush wine', 'curd', 'whole milk'}"
3031_012014,"{'specialty bar', 'whole milk'}"
3031_082015,"{'frankfurter', 'bottled beer', 'other vegetables'}"
3031_102015,"{'whole milk', 'chocolate', 'tropical fruit'}"
3031_112015,"{'brown bread', 'beef'}"
3031_122015,"{'fruit/vegetable juice', 'pip fruit', 'whipped/sour cream', 'soda'}"
3032_052015,"{'bottled water', 'UHT-milk'}"
3032_122014,"{'frankfurter', 'domestic eggs'}"
3033_022014,"{'ice cream', 'nut snack', 'rolls/buns', 'napkins'}"
3033_092014,"{'whole milk', 'hard cheese', 'other vegetables', 'tropical fruit'}"
3034_052015,"{'whipped/sour cream', 'other vegetables'}"
3034_062014,"{'pip fruit', 'sausage'}"
3034_072015,"{'other vegetables', 'condensed milk'}"
3034_122014,"{'soap', 'bottled water', 'pastry', 'beef'}"
3035_022014,"{'curd', 'misc. beverages'}"
3035_042014,"{'male cosmetics', 'baking powder'}"
3035_042015,"{'citrus fruit', 'rolls/buns'}"
3035_082015,"{'whole milk', 'pastry', 'sausage'}"
3035_092015,"{'candles', 'pastry'}"
3035_112015,"{'yogurt', 'bottled beer'}"
3036_072015,"{'beef', 'root vegetables', 'whole milk', 'whipped/sour cream', 'other vegetables'}"
3036_092015,"{'yogurt', 'whole milk'}"
3036_122015,"{'yogurt', 'sausage', 'beverages', 'shopping bags', 'frozen fish', 'canned beer', 'other vegetables', 'chewing gum'}"
3037_012015,"{'white bread', 'other vegetables', 'whole milk'}"
3037_022015,"{'cling film/bags', 'ham'}"
3038_042014,"{'soda', 'baking powder', 'long life bakery product', 'whole milk', 'other vegetables', 'pot plants'}"
3038_072014,"{'white bread', 'butter'}"
3038_112015,"{'rolls/buns', 'waffles'}"
3038_122014,"{'yogurt', 'rolls/buns'}"
3039_022015,"{'whole milk', 'domestic eggs', 'dessert', 'candles'}"
3039_082014,"{'finished products', 'root vegetables'}"
3039_102014,"{'butter', 'canned beer'}"
3039_112015,"{'pip fruit', 'whole milk'}"
3040_112014,"{'white bread', 'brown bread', 'cat food', 'frozen meals'}"
3041_022014,"{'shopping bags', 'pastry'}"
3041_042014,"{'whipped/sour cream', 'chocolate marshmallow'}"
3041_082015,"{'shopping bags', 'butter milk', 'baking powder'}"
3041_092015,"{'hard cheese', 'frozen vegetables', 'pip fruit', 'sausage'}"
3041_102015,"{'other vegetables', 'organic products', 'berries'}"
3042_012015,"{'pork', 'curd cheese', 'frozen potato products'}"
3042_022015,"{'bottled water', 'canned beer', 'bottled beer', 'whole milk'}"
3042_042014,"{'curd', 'other vegetables'}"
